SOURCE|DATE_OF_ACTION|OPER_TYPE|ACTION|CURRENCY|SR_CITY|SR_CODE|SR_COUNTRY|SR_NAME|SR_TYPE|FCMI|RCAT|TKT_COUNT|REP_DATE|SSR_FARE|SSR_SEAT_AMOUNT|SSR_NTBL_AMOUNT|SSR_XBAG_AMOUNT|SSR_WBAG_AMOUNT|SSR_CATERING_AMOUNT|FARE|PAX_FARE|DISCOUNT|TRANSACTION_FEE|TAX|SURCHARGE|CE_AMOUNT|TF_AMOUNT|SERVICE_FEE|PENALTY|SMS_FARE|OPTION_FARE|CASH_PAYMENT|CC_PAYMENT|EX_PAYMENT|DP_PAYMENT|GC_PAYMENT|MCO_PAYMENT|INV_PAYMENT|GRO_PAYMENT|EDD_PAYMENT|IDL_PAYMENT|FF_PAYMENT|BOH_PAYMENT|ISW_PAYMENT|SFT_PAYMENT|CQ_PAYMENT|MS_PAYMENT|GGP_PAYMENT|EP_PAYMENT|TP_PAYMENT|COMMISSION|MU_AMOUNT|VAT_AMOUNT|OTHER_PAYMENT|GAIN_LOSS_AMOUNT|LOC_SSR_SEAT_AMOUNT|LOC_SSR_NTBL_AMOUNT|LOC_SSR_XBAG_AMOUNT|LOC_SSR_WBAG_AMOUNT|LOC_SSR_CATERING_AMOUNT|LOC_FARE|LOC_PAX_FARE|LOC_DISCOUNT|LOC_TRANSACTION_FEE|LOC_TAX|LOC_SURCHARGE|LOC_CE_AMOUNT|LOC_TF_AMOUNT|LOC_SERVICE_FEE|LOC_PENALTY|LOC_SMS_FARE|LOC_OPTION_FARE|LOC_COMMISSION|LOC_MU_AMOUNT|LOC_CASH_PAYMENT|LOC_CC_PAYMENT|LOC_EX_PAYMENT|LOC_DP_PAYMENT|LOC_GC_PAYMENT|LOC_MCO_PAYMENT|LOC_INV_PAYMENT|LOC_GRO_PAYMENT|LOC_EDD_PAYMENT|LOC_IDL_PAYMENT|LOC_FF_PAYMENT|LOC_BOH_PAYMENT|LOC_ISW_PAYMENT|LOC_SFT_PAYMENT|LOC_CQ_PAYMENT|LOC_MS_PAYMENT|LOC_GGP_PAYMENT|LOC_EP_PAYMENT|LOC_TP_PAYMENT|LOC_OTHER_PAYMENT|LOC_GAIN_LOSS_AMOUNT
PAX|24-06-2024|DOM|Sales|NGN|LOS|WAKANOW OTA|NG|WAKANOW COMPANY LIMITED|AG|A|ACT|1|24-06-2024|0|0|0|0|0|0|-41667|-41667|0|0|-12583|-60000|0|0|0|0|0|0|0|0|0|0|0|0|114250|0|0|0|0|0|0|0|0|0|0|0|0|2500|0|0|0|0|0|0|0|0|0|-41667|-41667|0|0|-12583|-60000|0|0|0|0|0|0|2500|0|0|0|0|0|0|0|114250|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|24-06-2024|DOM|Sales|NGN|CBQ|LILY-RAZI TRAVELS|NG|LILY-RAZI TRAVELS AND LOGISTICS|AG|A|ACT|1|24-06-2024|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|0|0|0|0|0|0|0|0|138750|0|0|0|0|0|0|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|138750|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|24-06-2024|DOM|Exchange|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|6|24-06-2024|0|0|0|0|0|0|205190|205190|-193809|700|70510|435000|0|0|0|0|0|0|0|0|-517591|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-740|0|0|0|0|0|0|0|0|0|205190|205190|-193809|700|70510|435000|0|0|0|0|0|0|-740|0|0|0|-517591|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|24-06-2024|DOM|Exchange|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|2|24-06-2024|0|0|0|0|0|0|88095|88095|0|0|19905|120000|0|0|0|0|0|0|0|0|-228000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|88095|88095|0|0|19905|120000|0|0|0|0|0|0|0|0|0|0|-228000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|24-06-2024|DOM|Reissue|NGN|CBQ|LILY-RAZI TRAVELS|NG|LILY-RAZI TRAVELS AND LOGISTICS|AG|A|ACT|1|24-06-2024|-3000|0|0|0|0|0|-3000|0|0|0|0|0|0|0|0|0|0|0|0|0|3000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-3000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|24-06-2024|DOM|Sales|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|5|24-06-2024|-3000|0|0|0|0|0|-57762|-54762|0|0|-33738|-240000|0|0|0|0|-320|0|0|0|0|331820|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-57762|-54762|0|0|-33738|-240000|0|0|0|0|-320|0|0|0|0|0|0|331820|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|24-06-2024|DOM|Sales|NGN|LOS|RISING SUN TOUR |NG|RISING SUN TOUR LOGISTICS LTD|AG|A|ACT|1|24-06-2024|0|0|0|0|0|0|-41667|-41667|0|0|-7083|-60000|0|0|0|0|0|0|0|0|0|0|0|0|108750|0|0|0|0|0|0|0|0|0|0|0|0|2500|0|0|0|0|0|0|0|0|0|-41667|-41667|0|0|-7083|-60000|0|0|0|0|0|0|2500|0|0|0|0|0|0|0|108750|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|24-06-2024|DOM|Sales|NGN|ABV|ABVTKT|NG|ABUJA TICKETING|OF|A|ACT|33|24-06-2024|-211800|0|0|-208800|0|0|-625848|-414048|0|0|-51202|-300000|0|0|0|0|-640|0|81600|0|0|896090|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-208800|0|0|-625848|-414048|0|0|-51202|-300000|0|0|0|0|-640|0|0|0|81600|0|0|896090|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|24-06-2024|DOM|Reissue|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|1|24-06-2024|0|0|0|0|0|0|-35714|-35714|0|-350|-17286|-120000|0|0|0|-5000|0|0|0|0|141183|0|0|0|37167|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-35714|-35714|0|-350|-17286|-120000|0|0|0|-5000|0|0|0|0|0|0|141183|0|0|0|37167|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|24-06-2024|DOM|Sales|NGN|PHC|GLOW|NG|GLOW TRAVEL AND TOURS|AG|A|ACT|1|24-06-2024|0|0|0|0|0|0|-22619|-22619|0|0|-6131|-60000|0|0|0|0|0|0|0|0|0|0|0|0|88750|0|0|0|0|0|0|0|0|0|0|0|0|1357|0|0|0|0|0|0|0|0|0|-22619|-22619|0|0|-6131|-60000|0|0|0|0|0|0|1357|0|0|0|0|0|0|0|88750|0|0|0|0|0|0|0|0|0|0|0|0|0|0
