SOURCE|DATE_OF_ACTION|OPER_TYPE|ACTION|CURRENCY|SR_CITY|SR_CODE|SR_COUNTRY|SR_NAME|SR_TYPE|FCMI|RCAT|TKT_COUNT|REP_DATE|SSR_FARE|SSR_SEAT_AMOUNT|SSR_NTBL_AMOUNT|SSR_XBAG_AMOUNT|SSR_WBAG_AMOUNT|SSR_CATERING_AMOUNT|FARE|PAX_FARE|DISCOUNT|TRANSACTION_FEE|TAX|SURCHARGE|CE_AMOUNT|TF_AMOUNT|SERVICE_FEE|PENALTY|SMS_FARE|OPTION_FARE|CASH_PAYMENT|CC_PAYMENT|EX_PAYMENT|DP_PAYMENT|GC_PAYMENT|MCO_PAYMENT|INV_PAYMENT|GRO_PAYMENT|EDD_PAYMENT|IDL_PAYMENT|FF_PAYMENT|BOH_PAYMENT|ISW_PAYMENT|SFT_PAYMENT|CQ_PAYMENT|MS_PAYMENT|GGP_PAYMENT|EP_PAYMENT|TP_PAYMENT|COMMISSION|MU_AMOUNT|VAT_AMOUNT|OTHER_PAYMENT|GAIN_LOSS_AMOUNT|LOC_SSR_SEAT_AMOUNT|LOC_SSR_NTBL_AMOUNT|LOC_SSR_XBAG_AMOUNT|LOC_SSR_WBAG_AMOUNT|LOC_SSR_CATERING_AMOUNT|LOC_FARE|LOC_PAX_FARE|LOC_DISCOUNT|LOC_TRANSACTION_FEE|LOC_TAX|LOC_SURCHARGE|LOC_CE_AMOUNT|LOC_TF_AMOUNT|LOC_SERVICE_FEE|LOC_PENALTY|LOC_SMS_FARE|LOC_OPTION_FARE|LOC_COMMISSION|LOC_MU_AMOUNT|LOC_CASH_PAYMENT|LOC_CC_PAYMENT|LOC_EX_PAYMENT|LOC_DP_PAYMENT|LOC_GC_PAYMENT|LOC_MCO_PAYMENT|LOC_INV_PAYMENT|LOC_GRO_PAYMENT|LOC_EDD_PAYMENT|LOC_IDL_PAYMENT|LOC_FF_PAYMENT|LOC_BOH_PAYMENT|LOC_ISW_PAYMENT|LOC_SFT_PAYMENT|LOC_CQ_PAYMENT|LOC_MS_PAYMENT|LOC_GGP_PAYMENT|LOC_EP_PAYMENT|LOC_TP_PAYMENT|LOC_OTHER_PAYMENT|LOC_GAIN_LOSS_AMOUNT
PAX|05-06-2024|DOM|Reissue|NGN|CBQ|CBQTKT|NG|CALABAR TICKETING|OF|A|ACT|16|05-06-2024|0|0|0|0|0|0|-677096|-677096|0|-2100|-124854|-960000|0|0|0|-25000|0|0|0|0|1460800|328250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7800|0|0|0|0|0|0|0|0|0|-677096|-677096|0|-2100|-124854|-960000|0|0|0|-25000|0|0|7800|0|0|0|1460800|328250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|05-06-2024|DOM|Refund|NGN|ABV|ABVTKT|NG|ABUJA TICKETING|OF|A|ACT|19|05-06-2024|42000|0|0|0|0|0|42000|0|0|0|0|0|0|0|0|0|0|0|0|-17000|-21000|-4000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|42000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-17000|-21000|-4000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|05-06-2024|DOM|Sales|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|102|05-06-2024|-69000|0|0|0|0|0|-1274568|-1205568|0|0|-387918|-3000000|0|0|0|0|-4800|0|0|0|0|0|0|0|4667286|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1274568|-1205568|0|0|-387918|-3000000|0|0|0|0|-4800|0|0|0|0|0|0|0|0|0|4667286|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|05-06-2024|DOM|Reissue|NGN|SKO|SKOTKT|NG|SOKOTO TICKETING|OF|A|ACT|4|05-06-2024|0|0|0|0|0|0|-320953|-320953|0|-350|-40416|-240000|0|0|0|-5000|0|0|0|0|482719|124000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3071|0|0|0|0|0|0|0|0|0|-320953|-320953|0|-350|-40416|-240000|0|0|0|-5000|0|0|3071|0|0|0|482719|124000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|05-06-2024|DOM|Exchange|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|20|05-06-2024|0|0|0|0|0|0|419640|419640|-234428|3150|171210|1314000|0|0|0|0|0|0|0|0|-1673572|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-240|0|0|0|0|0|0|0|0|0|419640|419640|-234428|3150|171210|1314000|0|0|0|0|0|0|-240|0|0|0|-1673572|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|05-06-2024|DOM|Sales|NGN|LOS|QUANTUM TRAVELS|NG|QUANTUM TRAVELS|AG|A|ACT|1|05-06-2024|0|0|0|0|0|0|-8333|-8333|0|0|-5417|-60000|0|0|0|0|0|0|0|0|0|0|0|0|73750|0|0|0|0|0|0|0|0|0|0|0|0|500|0|0|0|0|0|0|0|0|0|-8333|-8333|0|0|-5417|-60000|0|0|0|0|0|0|500|0|0|0|0|0|0|0|73750|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|05-06-2024|DOM|Reissue|NGN|BNI|BNITKT|NG|BENIN TICKETING|OF|A|ACT|11|05-06-2024|0|0|0|0|0|0|-248559|-248559|0|-1750|-62479|-621000|0|0|0|-25000|0|0|0|0|889788|69000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-248559|-248559|0|-1750|-62479|-621000|0|0|0|-25000|0|0|0|0|0|0|889788|69000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|05-06-2024|DOM|Sales|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|40|05-06-2024|0|0|0|0|0|0|-711857|-711857|0|0|-191092|-1674000|0|0|0|0|-2720|0|0|0|0|0|0|0|2579669|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-711857|-711857|0|0|-191092|-1674000|0|0|0|0|-2720|0|0|0|0|0|0|0|0|0|2579669|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|05-06-2024|DOM|Sales|NGN|SKO|LILLYPOND INTEGRATED|NG|LILLYPOND INTEGRATED SERVICES LTD|AG|A|ACT|4|05-06-2024|0|0|0|0|0|0|-303810|-303810|0|0|-45690|-300000|0|0|0|0|0|0|0|0|0|0|0|0|649500|0|0|0|0|0|0|0|0|0|0|0|0|18228|0|0|0|0|0|0|0|0|0|-303810|-303810|0|0|-45690|-300000|0|0|0|0|0|0|18228|0|0|0|0|0|0|0|649500|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|05-06-2024|DOM|Exchange|NGN|SKO|HEXCEL TRAVELS|NG|HEXCEL TRAVELS|AG|A|ACT|2|05-06-2024|2400|0|0|2400|0|0|15495|13095|0|350|5655|60000|0|0|0|0|0|0|0|0|-81500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2400|0|0|15495|13095|0|350|5655|60000|0|0|0|0|0|0|0|0|0|0|-81500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
