SOURCE|DATE_OF_ACTION|OPER_TYPE|ACTION|CURRENCY|SR_CITY|SR_CODE|SR_COUNTRY|SR_NAME|SR_TYPE|FCMI|RCAT|TKT_COUNT|REP_DATE|SSR_FARE|SSR_SEAT_AMOUNT|SSR_NTBL_AMOUNT|SSR_XBAG_AMOUNT|SSR_WBAG_AMOUNT|SSR_CATERING_AMOUNT|FARE|PAX_FARE|DISCOUNT|TRANSACTION_FEE|TAX|SURCHARGE|CE_AMOUNT|TF_AMOUNT|SERVICE_FEE|PENALTY|SMS_FARE|OPTION_FARE|CASH_PAYMENT|CC_PAYMENT|EX_PAYMENT|DP_PAYMENT|GC_PAYMENT|MCO_PAYMENT|INV_PAYMENT|GRO_PAYMENT|EDD_PAYMENT|IDL_PAYMENT|FF_PAYMENT|BOH_PAYMENT|ISW_PAYMENT|SFT_PAYMENT|CQ_PAYMENT|MS_PAYMENT|GGP_PAYMENT|EP_PAYMENT|TP_PAYMENT|COMMISSION|MU_AMOUNT|VAT_AMOUNT|OTHER_PAYMENT|GAIN_LOSS_AMOUNT|LOC_SSR_SEAT_AMOUNT|LOC_SSR_NTBL_AMOUNT|LOC_SSR_XBAG_AMOUNT|LOC_SSR_WBAG_AMOUNT|LOC_SSR_CATERING_AMOUNT|LOC_FARE|LOC_PAX_FARE|LOC_DISCOUNT|LOC_TRANSACTION_FEE|LOC_TAX|LOC_SURCHARGE|LOC_CE_AMOUNT|LOC_TF_AMOUNT|LOC_SERVICE_FEE|LOC_PENALTY|LOC_SMS_FARE|LOC_OPTION_FARE|LOC_COMMISSION|LOC_MU_AMOUNT|LOC_CASH_PAYMENT|LOC_CC_PAYMENT|LOC_EX_PAYMENT|LOC_DP_PAYMENT|LOC_GC_PAYMENT|LOC_MCO_PAYMENT|LOC_INV_PAYMENT|LOC_GRO_PAYMENT|LOC_EDD_PAYMENT|LOC_IDL_PAYMENT|LOC_FF_PAYMENT|LOC_BOH_PAYMENT|LOC_ISW_PAYMENT|LOC_SFT_PAYMENT|LOC_CQ_PAYMENT|LOC_MS_PAYMENT|LOC_GGP_PAYMENT|LOC_EP_PAYMENT|LOC_TP_PAYMENT|LOC_OTHER_PAYMENT|LOC_GAIN_LOSS_AMOUNT
PAX|10-06-2024|DOM|Exchange|NGN|BNI|BNITKT|NG|BENIN TICKETING|OF|A|ACT|1|10-06-2024|0|0|0|0|0|0|13095|13095|0|0|5655|60000|0|0|0|0|0|0|0|0|-78750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13095|13095|0|0|5655|60000|0|0|0|0|0|0|0|0|0|0|-78750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Exchange|NGN|ABV|ABVTKT|NG|ABUJA TICKETING|OF|A|ACT|1|10-06-2024|0|0|0|0|0|0|8333|8333|0|0|5417|60000|0|0|0|0|0|0|0|0|-73750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-500|0|0|0|0|0|0|0|0|0|8333|8333|0|0|5417|60000|0|0|0|0|0|0|-500|0|0|0|-73750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Reissue|NGN|ABV|ABVTKT|NG|ABUJA TICKETING|OF|A|ACT|1|10-06-2024|-1000|0|0|0|0|0|-1000|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Sales|NGN|ABV|TDIS|NG|TDIS LOGISTICS LTD|AG|A|ACT|4|10-06-2024|0|0|0|0|0|0|-134524|-134524|0|0|-32226|-240000|0|0|0|0|-160|0|0|0|0|0|0|0|406910|0|0|0|0|0|0|0|0|0|0|0|0|8072|0|0|0|0|0|0|0|0|0|-134524|-134524|0|0|-32226|-240000|0|0|0|0|-160|0|8072|0|0|0|0|0|0|0|406910|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Refund|NGN|LOS|AERO EXECUTIVE DESK |NG|AERO EXECUTIVE DESK USERS|OF|A|ACT|18|10-06-2024|0|0|0|0|0|0|476375|476375|0|0|188207|1308000|0|0|0|-22093.05|0|0|0|0|0|0|0|0|-1950488.95|0|0|0|0|0|0|0|0|0|0|0|0|-28584|0|0|0|0|0|0|0|0|0|476375|476375|0|0|188207|1308000|0|0|0|-22093.05|0|0|-28584|0|0|0|0|0|0|0|-1950488.95|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Exchange|NGN|IN|B2C|IN|B2C|IN|A|ACT|31|10-06-2024|30000|0|0|0|0|0|441139|411139|-95786|6650|187436|1498000|0|0|0|-33953|0|0|0|0|-2003486|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-786|0|0|0|0|0|0|0|0|0|441139|411139|-95786|6650|187436|1498000|0|0|0|-33953|0|0|-786|0|0|0|-2003486|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Sales|NGN|LOS|JOLLY TRAVELS & TOUR|NG|JOLLY TRAVELS AND TOURS|AG|A|ACT|1|10-06-2024|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|0|0|0|0|0|0|0|0|138750|0|0|0|0|0|0|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|138750|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Sales|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|11|10-06-2024|-55200|0|0|-55200|0|0|-158390|-103190|0|0|-41660|-240000|0|0|0|0|-160|0|0|0|0|440210|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-55200|0|0|-158390|-103190|0|0|-41660|-240000|0|0|0|0|-160|0|0|0|0|0|0|440210|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Sales|NGN|ABV|GRADIV TRAVELS & TOU|NG|GRADIV TRAVELS AND TOURS LIMITED|AG|A|ACT|1|10-06-2024|0|0|0|0|0|0|-70238|-70238|0|0|-14012|-60000|0|0|0|0|0|0|0|0|0|0|0|0|144250|0|0|0|0|0|0|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|0|0|-70238|-70238|0|0|-14012|-60000|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|144250|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Exchange|NGN|SKO|HEXCEL TRAVELS|NG|HEXCEL TRAVELS|AG|A|ACT|2|10-06-2024|0|0|0|0|0|0|40476|40476|0|0|12024|120000|0|0|0|0|0|0|0|0|-172500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|40476|40476|0|0|12024|120000|0|0|0|0|0|0|0|0|0|0|-172500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Sales|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|4|10-06-2024|-3000|0|0|0|0|0|-81571|-78571|0|0|-24929|-120000|0|0|0|0|-320|0|0|0|0|226820|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-81571|-78571|0|0|-24929|-120000|0|0|0|0|-320|0|0|0|0|0|0|226820|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Sales|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|41|10-06-2024|0|0|0|0|0|0|-865687|-865687|0|0|-272116|-1798000|0|0|0|0|-2240|0|0|0|0|0|0|0|2938043|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-865687|-865687|0|0|-272116|-1798000|0|0|0|0|-2240|0|0|0|0|0|0|0|0|0|2938043|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|10-06-2024|DOM|Exchange|NGN|LOS|AEROCC|NG|CALL CENTER|OF|N|ACT|3|10-06-2024|0|0|0|0|0|0|1635|1635|0|0|6081|0|0|0|0|0|0|0|0|0|-7716|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1635|1635|0|0|6081|0|0|0|0|0|0|0|0|0|0|0|-7716|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
