SOURCE|DATE_OF_ACTION|OPER_TYPE|ACTION|CURRENCY|SR_CITY|SR_CODE|SR_COUNTRY|SR_NAME|SR_TYPE|FCMI|RCAT|TKT_COUNT|REP_DATE|SSR_FARE|SSR_SEAT_AMOUNT|SSR_NTBL_AMOUNT|SSR_XBAG_AMOUNT|SSR_WBAG_AMOUNT|SSR_CATERING_AMOUNT|FARE|PAX_FARE|DISCOUNT|TRANSACTION_FEE|TAX|SURCHARGE|CE_AMOUNT|TF_AMOUNT|SERVICE_FEE|PENALTY|SMS_FARE|OPTION_FARE|CASH_PAYMENT|CC_PAYMENT|EX_PAYMENT|DP_PAYMENT|GC_PAYMENT|MCO_PAYMENT|INV_PAYMENT|GRO_PAYMENT|EDD_PAYMENT|IDL_PAYMENT|FF_PAYMENT|BOH_PAYMENT|ISW_PAYMENT|SFT_PAYMENT|CQ_PAYMENT|MS_PAYMENT|GGP_PAYMENT|EP_PAYMENT|TP_PAYMENT|COMMISSION|MU_AMOUNT|VAT_AMOUNT|OTHER_PAYMENT|GAIN_LOSS_AMOUNT|LOC_SSR_SEAT_AMOUNT|LOC_SSR_NTBL_AMOUNT|LOC_SSR_XBAG_AMOUNT|LOC_SSR_WBAG_AMOUNT|LOC_SSR_CATERING_AMOUNT|LOC_FARE|LOC_PAX_FARE|LOC_DISCOUNT|LOC_TRANSACTION_FEE|LOC_TAX|LOC_SURCHARGE|LOC_CE_AMOUNT|LOC_TF_AMOUNT|LOC_SERVICE_FEE|LOC_PENALTY|LOC_SMS_FARE|LOC_OPTION_FARE|LOC_COMMISSION|LOC_MU_AMOUNT|LOC_CASH_PAYMENT|LOC_CC_PAYMENT|LOC_EX_PAYMENT|LOC_DP_PAYMENT|LOC_GC_PAYMENT|LOC_MCO_PAYMENT|LOC_INV_PAYMENT|LOC_GRO_PAYMENT|LOC_EDD_PAYMENT|LOC_IDL_PAYMENT|LOC_FF_PAYMENT|LOC_BOH_PAYMENT|LOC_ISW_PAYMENT|LOC_SFT_PAYMENT|LOC_CQ_PAYMENT|LOC_MS_PAYMENT|LOC_GGP_PAYMENT|LOC_EP_PAYMENT|LOC_TP_PAYMENT|LOC_OTHER_PAYMENT|LOC_GAIN_LOSS_AMOUNT
PAX|22-06-2024|DOM|Sales|NGN|LOS|BON VOYAGE TRAVEL|NG|BON VOYAGE TRAVEL|AG|A|ACT|1|22-06-2024|0|0|0|0|0|0|-83333|-83333|0|0|-19667|-120000|0|0|0|0|0|0|0|0|0|0|0|0|223000|0|0|0|0|0|0|0|0|0|0|0|0|5000|0|0|0|0|0|0|0|0|0|-83333|-83333|0|0|-19667|-120000|0|0|0|0|0|0|5000|0|0|0|0|0|0|0|223000|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|22-06-2024|DOM|Sales|NGN|CBQ|LILY-RAZI TRAVELS|NG|LILY-RAZI TRAVELS AND LOGISTICS|AG|A|ACT|1|22-06-2024|0|0|0|0|0|0|-55952|-55952|0|0|-13298|-60000|0|0|0|0|0|0|0|0|0|0|0|0|129250|0|0|0|0|0|0|0|0|0|0|0|0|3357|0|0|0|0|0|0|0|0|0|-55952|-55952|0|0|-13298|-60000|0|0|0|0|0|0|3357|0|0|0|0|0|0|0|129250|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|22-06-2024|DOM|Exchange|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|5|22-06-2024|0|0|0|0|0|0|84976|84976|0|1050|42382|265000|0|0|0|0|0|0|0|0|-393408|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1643|0|0|0|0|0|0|0|0|0|84976|84976|0|1050|42382|265000|0|0|0|0|0|0|-1643|0|0|0|-393408|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|22-06-2024|DOM|Refund|NGN|LOS|AEROCC|NG|CALL CENTER|OF|A|ACT|2|22-06-2024|6000|0|0|0|0|0|6000|0|0|0|0|0|0|0|0|0|0|0|0|-3000|-3000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-3000|-3000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|22-06-2024|DOM|Exchange|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|3|22-06-2024|0|0|0|0|0|0|96429|96429|0|1050|25321|180000|0|0|0|0|0|0|0|0|-302800|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|96429|96429|0|1050|25321|180000|0|0|0|0|0|0|0|0|0|0|-302800|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|22-06-2024|DOM|Sales|NGN|LOS|RISING SUN TOUR |NG|RISING SUN TOUR LOGISTICS LTD|AG|A|ACT|2|22-06-2024|0|0|0|0|0|0|-60714|-60714|0|0|-13536|-60000|0|0|0|0|-160|0|0|0|0|0|0|0|134410|0|0|0|0|0|0|0|0|0|0|0|0|3643|0|0|0|0|0|0|0|0|0|-60714|-60714|0|0|-13536|-60000|0|0|0|0|-160|0|3643|0|0|0|0|0|0|0|134410|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|22-06-2024|DOM|Sales|NGN|YOL|H.A.M TRAVELS |NG|H.A.M TRAVELS NIG. LTD|AG|A|ACT|21|22-06-2024|0|0|0|0|0|0|-397380|-397380|0|0|-99871|-960000|0|0|0|0|-800|0|0|0|0|0|0|0|1458051|0|0|0|0|0|0|0|0|0|0|0|0|23706|0|0|0|0|0|0|0|0|0|-397380|-397380|0|0|-99871|-960000|0|0|0|0|-800|0|23706|0|0|0|0|0|0|0|1458051|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|22-06-2024|DOM|Exchange|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|2|22-06-2024|0|0|0|0|0|0|40476|40476|0|700|17524|120000|0|0|0|0|0|0|0|0|-178700|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|40476|40476|0|700|17524|120000|0|0|0|0|0|0|0|0|0|0|-178700|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|22-06-2024|DOM|Sales|NGN|ABV|CHELLAS TRAVELS|NG|CHELLAS TRAVELS|AG|A|ACT|16|22-06-2024|-3000|0|0|0|0|0|-683119|-680119|0|0|-148006|-840000|0|0|0|0|-320|0|0|0|0|0|0|0|1671445|0|0|0|0|0|0|0|0|0|0|0|0|40385|0|0|0|0|0|0|0|0|0|-683119|-680119|0|0|-148006|-840000|0|0|0|0|-320|0|40385|0|0|0|0|0|0|0|1671445|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|22-06-2024|DOM|Reissue|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|A|ACT|2|22-06-2024|0|0|0|0|0|0|-29761|-29761|0|-350|-21988|-180000|0|0|0|0|0|0|0|0|232099|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1286|0|0|0|0|0|0|0|0|0|-29761|-29761|0|-350|-21988|-180000|0|0|0|0|0|0|1286|0|0|0|232099|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
