SOURCE|DATE_OF_ACTION|OPER_TYPE|ACTION|CURRENCY|SR_CITY|SR_CODE|SR_COUNTRY|SR_NAME|SR_TYPE|FCMI|RCAT|TKT_COUNT|REP_DATE|SSR_FARE|SSR_SEAT_AMOUNT|SSR_NTBL_AMOUNT|SSR_XBAG_AMOUNT|SSR_WBAG_AMOUNT|SSR_CATERING_AMOUNT|FARE|PAX_FARE|DISCOUNT|TRANSACTION_FEE|TAX|SURCHARGE|CE_AMOUNT|TF_AMOUNT|SERVICE_FEE|PENALTY|SMS_FARE|OPTION_FARE|CASH_PAYMENT|CC_PAYMENT|EX_PAYMENT|DP_PAYMENT|GC_PAYMENT|MCO_PAYMENT|INV_PAYMENT|GRO_PAYMENT|EDD_PAYMENT|IDL_PAYMENT|FF_PAYMENT|BOH_PAYMENT|ISW_PAYMENT|SFT_PAYMENT|CQ_PAYMENT|MS_PAYMENT|GGP_PAYMENT|EP_PAYMENT|TP_PAYMENT|COMMISSION|MU_AMOUNT|VAT_AMOUNT|OTHER_PAYMENT|GAIN_LOSS_AMOUNT|LOC_SSR_SEAT_AMOUNT|LOC_SSR_NTBL_AMOUNT|LOC_SSR_XBAG_AMOUNT|LOC_SSR_WBAG_AMOUNT|LOC_SSR_CATERING_AMOUNT|LOC_FARE|LOC_PAX_FARE|LOC_DISCOUNT|LOC_TRANSACTION_FEE|LOC_TAX|LOC_SURCHARGE|LOC_CE_AMOUNT|LOC_TF_AMOUNT|LOC_SERVICE_FEE|LOC_PENALTY|LOC_SMS_FARE|LOC_OPTION_FARE|LOC_COMMISSION|LOC_MU_AMOUNT|LOC_CASH_PAYMENT|LOC_CC_PAYMENT|LOC_EX_PAYMENT|LOC_DP_PAYMENT|LOC_GC_PAYMENT|LOC_MCO_PAYMENT|LOC_INV_PAYMENT|LOC_GRO_PAYMENT|LOC_EDD_PAYMENT|LOC_IDL_PAYMENT|LOC_FF_PAYMENT|LOC_BOH_PAYMENT|LOC_ISW_PAYMENT|LOC_SFT_PAYMENT|LOC_CQ_PAYMENT|LOC_MS_PAYMENT|LOC_GGP_PAYMENT|LOC_EP_PAYMENT|LOC_TP_PAYMENT|LOC_OTHER_PAYMENT|LOC_GAIN_LOSS_AMOUNT
PAX|23-06-2024|DOM|Sales|NGN|LOS|TRAVEL ESSENTIAL|NG|TRAVEL ESSENTIAL|AG|A|ACT|1|23-06-2024|0|0|0|0|0|0|-70238|-70238|0|0|-14012|-60000|0|0|0|0|0|0|0|0|0|0|0|0|144250|0|0|0|0|0|0|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|0|0|-70238|-70238|0|0|-14012|-60000|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|144250|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|23-06-2024|DOM|Exchange|NGN|LOS|Rafi Consol|NG|Rafi Consolidated Services Limited|AG|A|ACT|2|23-06-2024|0|0|0|0|0|0|59524|59524|0|0|12976|120000|0|0|0|0|0|0|0|0|-192500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-3572|0|0|0|0|0|0|0|0|0|59524|59524|0|0|12976|120000|0|0|0|0|0|0|-3572|0|0|0|-192500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|23-06-2024|DOM|Sales|NGN|SKO|SKOTKT|NG|SOKOTO TICKETING|OF|A|ACT|19|23-06-2024|-31200|0|0|-31200|0|0|-335722|-304522|0|0|-118730|-780000|0|0|0|0|0|0|0|0|0|1234452|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-31200|0|0|-335722|-304522|0|0|-118730|-780000|0|0|0|0|0|0|0|0|0|0|0|1234452|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|23-06-2024|DOM|Sales|NGN|KAN|GAYNACO BUSINESS LTD|NG|GAYNACO BUSINESS AND LOGISTICS SERVICES LTD|AG|A|ACT|4|23-06-2024|0|0|0|0|0|0|-90476|-90476|0|0|-30869|-240000|0|0|0|0|0|0|0|0|0|0|0|0|361345|0|0|0|0|0|0|0|0|0|0|0|0|5429|0|0|0|0|0|0|0|0|0|-90476|-90476|0|0|-30869|-240000|0|0|0|0|0|0|5429|0|0|0|0|0|0|0|361345|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|23-06-2024|DOM|Sales|NGN|LOS|WAKANOW OTA|NG|WAKANOW COMPANY LIMITED|AG|A|ACT|5|23-06-2024|0|0|0|0|0|0|-175000|-175000|0|0|-39512|-300000|0|0|0|0|0|0|0|0|0|0|0|0|514512|0|0|0|0|0|0|0|0|0|0|0|0|10500|0|0|0|0|0|0|0|0|0|-175000|-175000|0|0|-39512|-300000|0|0|0|0|0|0|10500|0|0|0|0|0|0|0|514512|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|23-06-2024|DOM|Sales|NGN|CBQ|LILY-RAZI TRAVELS|NG|LILY-RAZI TRAVELS AND LOGISTICS|AG|A|ACT|5|23-06-2024|0|0|0|0|0|0|-138095|-138095|0|0|-43405|-240000|0|0|0|0|-160|0|0|0|0|0|0|0|421660|0|0|0|0|0|0|0|0|0|0|0|0|8286|0|0|0|0|0|0|0|0|0|-138095|-138095|0|0|-43405|-240000|0|0|0|0|-160|0|8286|0|0|0|0|0|0|0|421660|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|23-06-2024|DOM|Sales|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|M|ACT|2|23-06-2024|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|23-06-2024|DOM|Reissue|NGN|LOS|LOSTKT|NG|LAGOS TICKETING|OF|M|ACT|1|23-06-2024|0|0|0|0|0|0|-22619|-22619|0|0|-6131|-60000|0|0|0|0|0|0|0|0|88750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-22619|-22619|0|0|-6131|-60000|0|0|0|0|0|0|0|0|0|0|88750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|23-06-2024|DOM|Reissue|NGN|ABV|ABVTKT|NG|ABUJA TICKETING|OF|A|ACT|1|23-06-2024|-3000|0|0|0|0|0|-3000|0|0|0|0|0|0|0|0|0|0|0|0|0|3000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-3000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
PAX|23-06-2024|DOM|Sales|NGN|ABV|TDIS|NG|TDIS LOGISTICS LTD|AG|A|ACT|2|23-06-2024|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|-160|0|0|0|0|0|0|0|138910|0|0|0|0|0|0|0|0|0|0|0|0|4214|0|0|0|0|0|0|0|0|0|-70238|-70238|0|0|-8512|-60000|0|0|0|0|-160|0|4214|0|0|0|0|0|0|0|138910|0|0|0|0|0|0|0|0|0|0|0|0|0|0
